text_idx,seed,ext_ratio_pct,orig_chars,ref_chars,ext_chars,hyb_chars,hyb_ratio,bart_input_tokens,bart_truncated,hyb_bert_f1,hyb_rouge1,hyb_rouge2,hyb_rougeL,hyb_kw_match,hyb_kw_content_match,gen_bert_f1,gen_rouge1,gen_rouge2,gen_rougeL,gen_kw_match,gen_kw_content_match,gen_bart_tokens,gen_bart_truncated,gen_length_basis,hyb_rouge1_morph,hyb_rouge2_morph,hyb_rougeL_morph,gen_rouge1_morph,gen_rouge2_morph,gen_rougeL_morph
1,2024,14,876,125,47,47,0.054,21,0,0.6402,0.2791,0.1176,0.186,0.08,0.1389,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2569,0.1308,0.1835,0.2404,0.1183,0.1483
1,2024,15,876,125,47,47,0.054,21,0,0.6402,0.2791,0.1176,0.186,0.08,0.1389,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2569,0.1308,0.1835,0.2404,0.1183,0.1483
1,2024,16,876,125,47,47,0.054,21,0,0.6402,0.2791,0.1176,0.186,0.08,0.1389,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2569,0.1308,0.1835,0.2404,0.1183,0.1483
1,2024,17,876,125,85,53,0.061,36,0,0.7021,0.3596,0.2273,0.2247,0.18,0.1389,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3636,0.1481,0.2,0.2404,0.1183,0.1483
1,2024,18,876,125,85,53,0.061,36,0,0.7021,0.3596,0.2273,0.2247,0.18,0.1389,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3636,0.1481,0.2,0.2404,0.1183,0.1483
1,2024,19,876,125,85,53,0.061,36,0,0.7021,0.3596,0.2273,0.2247,0.18,0.1389,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3636,0.1481,0.2,0.2404,0.1183,0.1483
1,2024,20,876,125,85,53,0.061,36,0,0.7021,0.3596,0.2273,0.2247,0.18,0.1389,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3636,0.1481,0.2,0.2404,0.1183,0.1483
1,2024,21,876,125,85,53,0.061,36,0,0.7021,0.3596,0.2273,0.2247,0.18,0.1389,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3636,0.1481,0.2,0.2404,0.1183,0.1483
1,2024,22,876,125,85,53,0.061,36,0,0.7021,0.3596,0.2273,0.2247,0.18,0.1389,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3636,0.1481,0.2,0.2404,0.1183,0.1483
1,2024,23,876,125,85,53,0.061,36,0,0.7021,0.3596,0.2273,0.2247,0.18,0.1389,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3636,0.1481,0.2,0.2404,0.1183,0.1483
1,2024,24,876,125,131,73,0.083,59,0,0.647,0.3131,0.1122,0.1414,0.09,0.1667,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2857,0.129,0.1587,0.2404,0.1183,0.1483
1,2024,25,876,125,131,73,0.083,59,0,0.647,0.3131,0.1122,0.1414,0.09,0.1667,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2857,0.129,0.1587,0.2404,0.1183,0.1483
1,2024,26,876,125,131,73,0.083,59,0,0.647,0.3131,0.1122,0.1414,0.09,0.1667,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2857,0.129,0.1587,0.2404,0.1183,0.1483
1,2024,27,876,125,131,73,0.083,59,0,0.647,0.3131,0.1122,0.1414,0.09,0.1667,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2857,0.129,0.1587,0.2404,0.1183,0.1483
1,2024,28,876,125,131,73,0.083,59,0,0.647,0.3131,0.1122,0.1414,0.09,0.1667,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2857,0.129,0.1587,0.2404,0.1183,0.1483
1,2024,29,876,125,131,73,0.083,59,0,0.647,0.3131,0.1122,0.1414,0.09,0.1667,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2857,0.129,0.1587,0.2404,0.1183,0.1483
1,2024,30,876,125,131,73,0.083,59,0,0.647,0.3131,0.1122,0.1414,0.09,0.1667,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2857,0.129,0.1587,0.2404,0.1183,0.1483
1,2024,31,876,125,169,94,0.107,74,0,0.6601,0.3379,0.1014,0.1826,0.09,0.1667,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3309,0.1168,0.2014,0.2404,0.1183,0.1483
1,2024,32,876,125,169,94,0.107,74,0,0.6601,0.3379,0.1014,0.1826,0.09,0.1667,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3309,0.1168,0.2014,0.2404,0.1183,0.1483
1,2024,33,876,125,169,94,0.107,74,0,0.6601,0.3379,0.1014,0.1826,0.09,0.1667,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3309,0.1168,0.2014,0.2404,0.1183,0.1483
1,2024,34,876,125,169,94,0.107,74,0,0.6601,0.3379,0.1014,0.1826,0.09,0.1667,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3309,0.1168,0.2014,0.2404,0.1183,0.1483
1,2024,35,876,125,169,94,0.107,74,0,0.6601,0.3379,0.1014,0.1826,0.09,0.1667,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3309,0.1168,0.2014,0.2404,0.1183,0.1483
1,2024,36,876,125,169,94,0.107,74,0,0.6601,0.3379,0.1014,0.1826,0.09,0.1667,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3309,0.1168,0.2014,0.2404,0.1183,0.1483
1,2024,37,876,125,221,135,0.154,99,0,0.7303,0.5462,0.2946,0.2923,0.33,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.5153,0.2236,0.2945,0.2404,0.1183,0.1483
1,2024,38,876,125,221,135,0.154,99,0,0.7303,0.5462,0.2946,0.2923,0.33,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.5153,0.2236,0.2945,0.2404,0.1183,0.1483
1,2024,39,876,125,221,135,0.154,99,0,0.7303,0.5462,0.2946,0.2923,0.33,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.5153,0.2236,0.2945,0.2404,0.1183,0.1483
1,2024,40,876,125,221,135,0.154,99,0,0.7303,0.5462,0.2946,0.2923,0.33,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.5153,0.2236,0.2945,0.2404,0.1183,0.1483
1,2024,41,876,125,221,135,0.154,99,0,0.7303,0.5462,0.2946,0.2923,0.33,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.5153,0.2236,0.2945,0.2404,0.1183,0.1483
1,2024,42,876,125,221,135,0.154,99,0,0.7303,0.5462,0.2946,0.2923,0.33,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.5153,0.2236,0.2945,0.2404,0.1183,0.1483
1,2024,43,876,125,221,135,0.154,99,0,0.7303,0.5462,0.2946,0.2923,0.33,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.5153,0.2236,0.2945,0.2404,0.1183,0.1483
1,2024,44,876,125,260,156,0.178,116,0,0.6857,0.4626,0.2151,0.2562,0.25,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4111,0.1685,0.2778,0.2404,0.1183,0.1483
1,2024,45,876,125,260,156,0.178,116,0,0.6857,0.4626,0.2151,0.2562,0.25,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4111,0.1685,0.2778,0.2404,0.1183,0.1483
1,2024,46,876,125,260,156,0.178,116,0,0.6857,0.4626,0.2151,0.2562,0.25,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4111,0.1685,0.2778,0.2404,0.1183,0.1483
1,2024,47,876,125,260,156,0.178,116,0,0.6857,0.4626,0.2151,0.2562,0.25,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4111,0.1685,0.2778,0.2404,0.1183,0.1483
1,2024,48,876,125,260,156,0.178,116,0,0.6857,0.4626,0.2151,0.2562,0.25,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4111,0.1685,0.2778,0.2404,0.1183,0.1483
1,2024,49,876,125,260,156,0.178,116,0,0.6857,0.4626,0.2151,0.2562,0.25,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4111,0.1685,0.2778,0.2404,0.1183,0.1483
1,2024,50,876,125,314,185,0.211,141,0,0.7066,0.4774,0.1948,0.2452,0.25,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4352,0.1675,0.2798,0.2404,0.1183,0.1483
1,2024,51,876,125,314,185,0.211,141,0,0.7066,0.4774,0.1948,0.2452,0.25,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4352,0.1675,0.2798,0.2404,0.1183,0.1483
1,2024,52,876,125,314,185,0.211,141,0,0.7066,0.4774,0.1948,0.2452,0.25,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4352,0.1675,0.2798,0.2404,0.1183,0.1483
1,2024,53,876,125,314,185,0.211,141,0,0.7066,0.4774,0.1948,0.2452,0.25,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4352,0.1675,0.2798,0.2404,0.1183,0.1483
1,2024,54,876,125,314,185,0.211,141,0,0.7066,0.4774,0.1948,0.2452,0.25,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4352,0.1675,0.2798,0.2404,0.1183,0.1483
1,2024,55,876,125,314,185,0.211,141,0,0.7066,0.4774,0.1948,0.2452,0.25,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4352,0.1675,0.2798,0.2404,0.1183,0.1483
1,2024,56,876,125,314,185,0.211,141,0,0.7066,0.4774,0.1948,0.2452,0.25,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4352,0.1675,0.2798,0.2404,0.1183,0.1483
1,2024,57,876,125,366,221,0.252,170,0,0.7133,0.4754,0.2274,0.2319,0.29,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4186,0.1784,0.2512,0.2404,0.1183,0.1483
1,2024,58,876,125,366,221,0.252,170,0,0.7133,0.4754,0.2274,0.2319,0.29,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4186,0.1784,0.2512,0.2404,0.1183,0.1483
1,2024,59,876,125,366,221,0.252,170,0,0.7133,0.4754,0.2274,0.2319,0.29,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4186,0.1784,0.2512,0.2404,0.1183,0.1483
1,2024,60,876,125,366,221,0.252,170,0,0.7133,0.4754,0.2274,0.2319,0.29,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4186,0.1784,0.2512,0.2404,0.1183,0.1483
1,2024,61,876,125,366,221,0.252,170,0,0.7133,0.4754,0.2274,0.2319,0.29,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4186,0.1784,0.2512,0.2404,0.1183,0.1483
1,2024,62,876,125,366,221,0.252,170,0,0.7133,0.4754,0.2274,0.2319,0.29,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4186,0.1784,0.2512,0.2404,0.1183,0.1483
1,2024,63,876,125,366,221,0.252,170,0,0.7133,0.4754,0.2274,0.2319,0.29,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4186,0.1784,0.2512,0.2404,0.1183,0.1483
1,2024,64,876,125,416,249,0.284,195,0,0.6899,0.4129,0.1671,0.2091,0.26,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3675,0.1379,0.2308,0.2404,0.1183,0.1483
1,2024,65,876,125,416,249,0.284,195,0,0.6899,0.4129,0.1671,0.2091,0.26,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3675,0.1379,0.2308,0.2404,0.1183,0.1483
1,2024,66,876,125,416,249,0.284,195,0,0.6899,0.4129,0.1671,0.2091,0.26,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3675,0.1379,0.2308,0.2404,0.1183,0.1483
1,2024,67,876,125,416,249,0.284,195,0,0.6899,0.4129,0.1671,0.2091,0.26,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3675,0.1379,0.2308,0.2404,0.1183,0.1483
1,2024,68,876,125,416,249,0.284,195,0,0.6899,0.4129,0.1671,0.2091,0.26,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3675,0.1379,0.2308,0.2404,0.1183,0.1483
1,2024,69,876,125,416,249,0.284,195,0,0.6899,0.4129,0.1671,0.2091,0.26,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3675,0.1379,0.2308,0.2404,0.1183,0.1483
1,2024,70,876,125,416,249,0.284,195,0,0.6899,0.4129,0.1671,0.2091,0.26,0.2778,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3675,0.1379,0.2308,0.2404,0.1183,0.1483
1,2024,71,876,125,473,284,0.324,222,0,0.7165,0.4275,0.2469,0.2113,0.35,0.4167,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4015,0.1712,0.2085,0.2404,0.1183,0.1483
1,2024,72,876,125,473,284,0.324,222,0,0.7165,0.4275,0.2469,0.2113,0.35,0.4167,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4015,0.1712,0.2085,0.2404,0.1183,0.1483
1,2024,73,876,125,473,284,0.324,222,0,0.7165,0.4275,0.2469,0.2113,0.35,0.4167,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4015,0.1712,0.2085,0.2404,0.1183,0.1483
1,2024,74,876,125,473,284,0.324,222,0,0.7165,0.4275,0.2469,0.2113,0.35,0.4167,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4015,0.1712,0.2085,0.2404,0.1183,0.1483
1,2024,75,876,125,473,284,0.324,222,0,0.7165,0.4275,0.2469,0.2113,0.35,0.4167,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4015,0.1712,0.2085,0.2404,0.1183,0.1483
1,2024,76,876,125,473,284,0.324,222,0,0.7165,0.4275,0.2469,0.2113,0.35,0.4167,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.4015,0.1712,0.2085,0.2404,0.1183,0.1483
1,2024,77,876,125,573,349,0.398,271,0,0.7038,0.3983,0.217,0.1822,0.36,0.4444,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3593,0.1502,0.1763,0.2404,0.1183,0.1483
1,2024,78,876,125,573,349,0.398,271,0,0.7038,0.3983,0.217,0.1822,0.36,0.4444,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3593,0.1502,0.1763,0.2404,0.1183,0.1483
1,2024,79,876,125,573,349,0.398,271,0,0.7038,0.3983,0.217,0.1822,0.36,0.4444,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3593,0.1502,0.1763,0.2404,0.1183,0.1483
1,2024,80,876,125,573,349,0.398,271,0,0.7038,0.3983,0.217,0.1822,0.36,0.4444,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3593,0.1502,0.1763,0.2404,0.1183,0.1483
1,2024,81,876,125,573,349,0.398,271,0,0.7038,0.3983,0.217,0.1822,0.36,0.4444,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3593,0.1502,0.1763,0.2404,0.1183,0.1483
1,2024,82,876,125,573,349,0.398,271,0,0.7038,0.3983,0.217,0.1822,0.36,0.4444,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3593,0.1502,0.1763,0.2404,0.1183,0.1483
1,2024,83,876,125,573,349,0.398,271,0,0.7038,0.3983,0.217,0.1822,0.36,0.4444,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3593,0.1502,0.1763,0.2404,0.1183,0.1483
1,2024,84,876,125,636,378,0.432,303,0,0.6837,0.3482,0.1748,0.1781,0.36,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3067,0.1409,0.2067,0.2404,0.1183,0.1483
1,2024,85,876,125,636,378,0.432,303,0,0.6837,0.3482,0.1748,0.1781,0.36,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3067,0.1409,0.2067,0.2404,0.1183,0.1483
1,2024,86,876,125,636,378,0.432,303,0,0.6837,0.3482,0.1748,0.1781,0.36,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3067,0.1409,0.2067,0.2404,0.1183,0.1483
1,2024,87,876,125,636,378,0.432,303,0,0.6837,0.3482,0.1748,0.1781,0.36,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3067,0.1409,0.2067,0.2404,0.1183,0.1483
1,2024,88,876,125,636,378,0.432,303,0,0.6837,0.3482,0.1748,0.1781,0.36,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3067,0.1409,0.2067,0.2404,0.1183,0.1483
1,2024,89,876,125,636,378,0.432,303,0,0.6837,0.3482,0.1748,0.1781,0.36,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.3067,0.1409,0.2067,0.2404,0.1183,0.1483
1,2024,90,876,125,727,440,0.502,347,0,0.6845,0.3267,0.1421,0.1452,0.32,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2961,0.1126,0.1711,0.2404,0.1183,0.1483
1,2024,91,876,125,727,440,0.502,347,0,0.6845,0.3267,0.1421,0.1452,0.32,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2961,0.1126,0.1711,0.2404,0.1183,0.1483
1,2024,92,876,125,727,440,0.502,347,0,0.6845,0.3267,0.1421,0.1452,0.32,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2961,0.1126,0.1711,0.2404,0.1183,0.1483
1,2024,93,876,125,727,440,0.502,347,0,0.6845,0.3267,0.1421,0.1452,0.32,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2961,0.1126,0.1711,0.2404,0.1183,0.1483
1,2024,94,876,125,727,440,0.502,347,0,0.6845,0.3267,0.1421,0.1452,0.32,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2961,0.1126,0.1711,0.2404,0.1183,0.1483
1,2024,95,876,125,727,440,0.502,347,0,0.6845,0.3267,0.1421,0.1452,0.32,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2961,0.1126,0.1711,0.2404,0.1183,0.1483
1,2024,96,876,125,727,440,0.502,347,0,0.6845,0.3267,0.1421,0.1452,0.32,0.3611,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2961,0.1126,0.1711,0.2404,0.1183,0.1483
1,2024,97,876,125,865,505,0.576,418,0,0.6876,0.301,0.1591,0.1392,0.33,0.4167,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2613,0.1072,0.144,0.2404,0.1183,0.1483
1,2024,98,876,125,865,505,0.576,418,0,0.6876,0.301,0.1591,0.1392,0.33,0.4167,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2613,0.1072,0.144,0.2404,0.1183,0.1483
1,2024,99,876,125,865,505,0.576,418,0,0.6876,0.301,0.1591,0.1392,0.33,0.4167,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2613,0.1072,0.144,0.2404,0.1183,0.1483
1,2024,100,876,125,865,505,0.576,418,0,0.6876,0.301,0.1591,0.1392,0.33,0.4167,0.6816,0.2751,0.1558,0.1424,0.34,0.3889,429,0,extracted,0.2613,0.1072,0.144,0.2404,0.1183,0.1483
2,2024,1,1017,80,27,27,0.027,15,0,0.6793,0.2617,0.1333,0.1682,0.0909,0.1304,0.6209,0.1834,0.0764,0.0865,0.2727,0.2609,485,0,extracted,0.3288,0.169,0.2192,0.2035,0.0495,0.1263
2,2024,2,1017,80,27,27,0.027,15,0,0.6793,0.2617,0.1333,0.1682,0.0909,0.1304,0.6209,0.1834,0.0764,0.0865,0.2727,0.2609,485,0,extracted,0.3288,0.169,0.2192,0.2035,0.0495,0.1263
2,2024,3,1017,80,27,27,0.027,15,0,0.6793,0.2617,0.1333,0.1682,0.0909,0.1304,0.6209,0.1834,0.0764,0.0865,0.2727,0.2609,485,0,extracted,0.3288,0.169,0.2192,0.2035,0.0495,0.1263
2,2024,4,1017,80,27,27,0.027,15,0,0.6793,0.2617,0.1333,0.1682,0.0909,0.1304,0.6209,0.1834,0.0764,0.0865,0.2727,0.2609,485,0,extracted,0.3288,0.169,0.2192,0.2035,0.0495,0.1263
2,2024,5,1017,80,27,27,0.027,15,0,0.6793,0.2617,0.1333,0.1682,0.0909,0.1304,0.6209,0.1834,0.0764,0.0865,0.2727,0.2609,485,0,extracted,0.3288,0.169,0.2192,0.2035,0.0495,0.1263
2,2024,6,1017,80,27,27,0.027,15,0,0.6793,0.2617,0.1333,0.1682,0.0909,0.1304,0.6209,0.1834,0.0764,0.0865,0.2727,0.2609,485,0,extracted,0.3288,0.169,0.2192,0.2035,0.0495,0.1263
2,2024,7,1017,80,27,27,0.027,15,0,0.6793,0.2617,0.1333,0.1682,0.0909,0.1304,0.6209,0.1834,0.0764,0.0865,0.2727,0.2609,485,0,extracted,0.3288,0.169,0.2192,0.2035,0.0495,0.1263
2,2024,8,1017,80,27,27,0.027,15,0,0.6793,0.2617,0.1333,0.1682,0.0909,0.1304,0.6209,0.1834,0.0764,0.0865,0.2727,0.2609,485,0,extracted,0.3288,0.169,0.2192,0.2035,0.0495,0.1263
2,2024,9,1017,80,71,45,0.044,33,0,0.6846,0.352,0.1789,0.192,0.1429,0.2174,0.6209,0.1834,0.0764,0.0865,0.2727,0.2609,485,0,extracted,0.4048,0.1951,0.2381,0.2035,0.0495,0.1263
2,2024,10,1017,80,71,45,0.044,33,0,0.6846,0.352,0.1789,0.192,0.1429,0.2174,0.6209,0.1834,0.0764,0.0865,0.2727,0.2609,485,0,extracted,0.4048,0.1951,0.2381,0.2035,0.0495,0.1263
2,2024,11,1017,80,71,45,0.044,33,0,0.6846,0.352,0.1789,0.192,0.1429,0.2174,0.6209,0.1834,0.0764,0.0865,0.2727,0.2609,485,0,extracted,0.4048,0.1951,0.2381,0.2035,0.0495,0.1263
2,2024,12,1017,80,71,45,0.044,33,0,0.6846,0.352,0.1789,0.192,0.1429,0.2174,0.6209,0.1834,0.0764,0.0865,0.2727,0.2609,485,0,extracted,0.4048,0.1951,0.2381,0.2035,0.0495,0.1263
2,2024,13,1017,80,71,45,0.044,33,0,0.6846,0.352,0.1789,0.192,0.1429,0.2174,0.6209,0.1834,0.0764,0.0865,0.2727,0.2609,485,0,extracted,0.4048,0.1951,0.2381,0.2035,0.0495,0.1263
