ext_ratio_pct,n_texts,hyb_bert_f1_mean,hyb_bert_f1_std,hyb_rouge1_mean,hyb_rouge1_std,hyb_rouge2_mean,hyb_rouge2_std,hyb_rougeL_mean,hyb_rougeL_std,hyb_kw_match_mean,hyb_kw_match_std,hyb_kw_content_match_mean,hyb_kw_content_match_std,gen_bert_f1_mean,gen_rouge1_mean,gen_rouge2_mean,gen_rougeL_mean,gen_kw_match_mean,gen_kw_content_match_mean,truncation_rate,avg_bart_tokens
11,30,0.6484,0.0346,0.2449,0.0686,0.0595,0.0408,0.1547,0.0387,0.0462,0.0317,0.0634,0.0471,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,22.4
12,30,0.6502,0.0332,0.2472,0.0656,0.0593,0.0411,0.1533,0.041,0.046,0.0319,0.0643,0.0461,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,23.6
13,30,0.6532,0.0329,0.2551,0.0649,0.0616,0.0415,0.1536,0.0401,0.0477,0.0318,0.0697,0.0492,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,24.9
14,30,0.6535,0.0342,0.2616,0.076,0.0651,0.0448,0.1541,0.0437,0.0527,0.0374,0.0754,0.0623,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,28.9
15,30,0.6533,0.034,0.2604,0.0766,0.0651,0.0448,0.1529,0.0435,0.0527,0.0374,0.0754,0.0623,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,29.2
16,30,0.6551,0.0359,0.2627,0.0727,0.065,0.0428,0.1542,0.0452,0.0541,0.037,0.0777,0.0614,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,32.8
17,30,0.6571,0.0375,0.277,0.0769,0.0855,0.0653,0.166,0.0639,0.0699,0.0505,0.0974,0.0581,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,36.7
18,30,0.6588,0.0375,0.2832,0.077,0.0888,0.0664,0.1697,0.0648,0.073,0.0511,0.1043,0.0584,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,39.8
19,30,0.6572,0.0355,0.2744,0.0771,0.0874,0.0665,0.1662,0.0637,0.0725,0.0512,0.1012,0.0525,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,41.6
20,30,0.6624,0.0343,0.2803,0.0818,0.093,0.0735,0.1699,0.0647,0.0817,0.0656,0.116,0.0779,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,45.8
21,30,0.6625,0.0342,0.2821,0.0869,0.0951,0.0745,0.1712,0.0638,0.0842,0.0656,0.1201,0.0805,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,48.7
22,30,0.6651,0.0344,0.2972,0.0911,0.0978,0.0653,0.1721,0.0504,0.0924,0.0689,0.1376,0.0947,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,52.6
23,30,0.6659,0.0355,0.2986,0.0901,0.0982,0.0651,0.1742,0.0512,0.093,0.0687,0.1376,0.0947,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,53.7
24,30,0.6703,0.0328,0.3104,0.081,0.1038,0.0657,0.1796,0.0504,0.1004,0.0698,0.1459,0.0989,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,59.4
25,30,0.6698,0.0324,0.3172,0.079,0.1046,0.0646,0.1808,0.0489,0.1026,0.0685,0.1507,0.0985,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,62.3
26,30,0.6728,0.0279,0.3249,0.0736,0.112,0.0593,0.1869,0.0466,0.1157,0.0724,0.1661,0.1016,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,65.5
27,30,0.6731,0.0282,0.3349,0.0639,0.1087,0.0536,0.1872,0.04,0.1134,0.0664,0.1647,0.1018,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,67.9
28,30,0.6732,0.028,0.3357,0.0647,0.1093,0.0538,0.1876,0.0403,0.114,0.0664,0.1659,0.1013,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,68.4
29,30,0.6715,0.0256,0.3411,0.0644,0.1117,0.0518,0.1913,0.038,0.1226,0.0667,0.1727,0.101,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,75.3
30,30,0.6733,0.0288,0.3425,0.067,0.1159,0.0565,0.1953,0.0476,0.1246,0.0661,0.1779,0.1029,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,76.9
31,30,0.6768,0.0287,0.3494,0.0609,0.1247,0.0477,0.205,0.0419,0.1428,0.0655,0.1927,0.0981,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,86.0
32,30,0.6758,0.028,0.3509,0.0605,0.1264,0.0472,0.2036,0.0418,0.1456,0.0646,0.1974,0.0954,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,86.6
33,30,0.6757,0.0298,0.3535,0.0619,0.1254,0.0476,0.2029,0.0399,0.1472,0.0654,0.1976,0.0972,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,90.8
34,30,0.6757,0.0298,0.3535,0.0619,0.1254,0.0476,0.2029,0.0399,0.1472,0.0654,0.1976,0.0972,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,90.8
35,30,0.6753,0.0258,0.347,0.0595,0.1224,0.0437,0.1954,0.037,0.1519,0.0678,0.2091,0.097,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,95.5
36,30,0.6753,0.0256,0.3485,0.0582,0.1234,0.0408,0.1933,0.0361,0.1533,0.0602,0.2153,0.0945,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,97.2
37,30,0.677,0.0217,0.3563,0.0685,0.132,0.0495,0.1885,0.0408,0.1699,0.0678,0.2331,0.0855,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,106.2
38,30,0.6777,0.022,0.3608,0.0668,0.1358,0.0507,0.1914,0.0382,0.1759,0.067,0.2396,0.0849,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,107.9
39,30,0.6772,0.0215,0.3604,0.0682,0.1375,0.049,0.1884,0.0383,0.1793,0.0649,0.2464,0.0779,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,109.1
40,30,0.6759,0.0214,0.3555,0.0729,0.1337,0.0524,0.1852,0.0389,0.178,0.0644,0.2466,0.0732,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,113.2
41,30,0.6748,0.0226,0.3519,0.074,0.1382,0.0494,0.1862,0.0347,0.1901,0.0635,0.2549,0.0725,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,119.4
42,30,0.6751,0.0214,0.3499,0.0717,0.1399,0.0499,0.1823,0.0319,0.2012,0.0746,0.2653,0.0805,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,123.3
43,30,0.6758,0.0208,0.3484,0.0707,0.1396,0.05,0.1817,0.0316,0.2019,0.0743,0.2665,0.0801,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,124.6
44,30,0.6743,0.0228,0.3366,0.07,0.1344,0.0543,0.1803,0.0364,0.1999,0.0819,0.266,0.0858,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,128.8
45,30,0.6741,0.0226,0.3399,0.0679,0.1355,0.0529,0.1823,0.0372,0.2052,0.0799,0.2736,0.0933,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,132.2
46,30,0.6733,0.0227,0.3382,0.0657,0.1339,0.0505,0.184,0.039,0.2083,0.0803,0.2774,0.0952,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,136.2
47,30,0.6733,0.0228,0.3341,0.0626,0.1351,0.0507,0.1838,0.0394,0.2154,0.0832,0.2839,0.0983,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,142.9
48,30,0.6727,0.0269,0.3312,0.0646,0.1356,0.0523,0.1803,0.0426,0.2165,0.08,0.2911,0.103,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,147.9
49,30,0.6728,0.0267,0.3308,0.0647,0.1357,0.0522,0.1802,0.0427,0.2175,0.0805,0.2911,0.103,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,148.7
50,30,0.6729,0.0251,0.3345,0.0611,0.1378,0.0485,0.1747,0.0392,0.2288,0.0782,0.3048,0.1012,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,158.5
51,30,0.6737,0.0261,0.3361,0.0645,0.1424,0.0534,0.1729,0.0394,0.24,0.088,0.3158,0.1021,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,161.2
52,30,0.6735,0.0264,0.3357,0.0647,0.1418,0.0536,0.1727,0.0396,0.2391,0.0878,0.314,0.1012,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,161.6
53,30,0.6724,0.0236,0.3329,0.0645,0.1404,0.0521,0.1708,0.0374,0.2426,0.0871,0.3204,0.1004,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,166.6
54,30,0.6731,0.0249,0.3311,0.0654,0.1433,0.0497,0.1732,0.0364,0.2525,0.0826,0.3313,0.1003,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,173.1
55,30,0.6736,0.0267,0.3273,0.0656,0.1406,0.05,0.1715,0.0372,0.2509,0.0827,0.3402,0.0998,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,179.2
56,30,0.6741,0.0272,0.3257,0.0674,0.1405,0.051,0.1706,0.0409,0.2514,0.0847,0.3358,0.0983,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,183.1
57,30,0.6761,0.0276,0.3255,0.0669,0.138,0.0474,0.1732,0.0425,0.2552,0.0821,0.3394,0.0985,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,189.5
58,30,0.6777,0.0265,0.3279,0.0666,0.1406,0.0469,0.1739,0.0418,0.2615,0.081,0.348,0.0992,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,190.4
59,30,0.6783,0.0274,0.3243,0.0695,0.1398,0.0486,0.1727,0.0438,0.2639,0.0884,0.3472,0.1054,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,194.9
60,30,0.6782,0.0237,0.3161,0.07,0.1405,0.0434,0.1689,0.0422,0.2761,0.0805,0.3598,0.1025,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,202
61,30,0.6783,0.0249,0.3145,0.069,0.1422,0.0414,0.1702,0.0412,0.2903,0.0765,0.3719,0.0971,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,208.6
62,30,0.677,0.0229,0.3112,0.0663,0.1404,0.0394,0.1657,0.0325,0.2887,0.0736,0.3727,0.1014,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,210.4
63,30,0.676,0.0239,0.3098,0.0659,0.139,0.0417,0.1658,0.0329,0.2877,0.078,0.3683,0.1058,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,212.7
64,30,0.6785,0.0249,0.3113,0.0707,0.1496,0.0499,0.1725,0.0397,0.321,0.0909,0.4138,0.1165,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,225.8
65,30,0.6783,0.0251,0.3122,0.0725,0.1499,0.0505,0.1751,0.0385,0.3264,0.0939,0.4217,0.1171,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,229.2
66,30,0.6775,0.0235,0.3064,0.0742,0.1462,0.0516,0.17,0.0394,0.3225,0.0932,0.422,0.1181,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,237.0
67,30,0.6775,0.0235,0.3064,0.0742,0.1462,0.0516,0.17,0.0394,0.3225,0.0932,0.422,0.1181,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,237.0
68,30,0.678,0.0232,0.3089,0.075,0.1504,0.0528,0.1736,0.0402,0.3352,0.0924,0.4364,0.1038,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,243.4
69,30,0.6783,0.0232,0.3104,0.0747,0.1505,0.0527,0.1733,0.04,0.3366,0.0917,0.4341,0.1048,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,244.1
70,30,0.6783,0.0228,0.3067,0.0765,0.1497,0.0531,0.1693,0.0414,0.3441,0.0948,0.4418,0.1003,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,251.4
71,30,0.6748,0.0212,0.2974,0.066,0.14,0.0411,0.1595,0.031,0.3324,0.0892,0.4341,0.0947,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,258.2
72,30,0.6763,0.0239,0.2932,0.0676,0.1409,0.0418,0.1579,0.0313,0.3432,0.0914,0.4474,0.0913,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,267.5
73,30,0.6767,0.0237,0.2931,0.0675,0.1412,0.0417,0.1571,0.0316,0.3445,0.0906,0.4498,0.089,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,268.5
74,30,0.6763,0.0224,0.2906,0.0658,0.1372,0.0348,0.158,0.0316,0.3399,0.0805,0.4459,0.0895,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,271.8
75,30,0.6751,0.0238,0.2881,0.0691,0.1356,0.0367,0.1541,0.0354,0.3386,0.0815,0.4451,0.1021,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,277.2
76,30,0.6747,0.0238,0.2828,0.0652,0.1332,0.0368,0.1513,0.0319,0.3372,0.0831,0.4373,0.1128,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,281.4
77,30,0.6738,0.0209,0.2742,0.0636,0.1332,0.041,0.1498,0.033,0.3455,0.0867,0.4294,0.1192,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,292.6
78,30,0.6756,0.0232,0.2726,0.0626,0.1344,0.0416,0.1514,0.0347,0.3526,0.0899,0.4365,0.1211,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,295.3
79,30,0.6732,0.0246,0.266,0.0645,0.1309,0.0422,0.1489,0.034,0.3507,0.089,0.4405,0.1187,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,304.3
80,30,0.6728,0.0241,0.2636,0.0625,0.1301,0.0423,0.1485,0.0323,0.3537,0.0929,0.4459,0.1215,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,307.5
81,30,0.6737,0.0234,0.2624,0.063,0.1307,0.0415,0.1489,0.031,0.3636,0.1062,0.4574,0.1414,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,313.4
82,30,0.6735,0.0234,0.2614,0.0641,0.1299,0.0424,0.1481,0.0318,0.3634,0.1066,0.4624,0.1401,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,317.4
83,30,0.6742,0.0243,0.2601,0.0635,0.1344,0.0433,0.1498,0.0321,0.3791,0.0984,0.4763,0.1304,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,323.4
84,30,0.6744,0.0239,0.2591,0.0606,0.1349,0.0409,0.1505,0.0309,0.3899,0.0971,0.4927,0.1259,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,331.6
85,30,0.6753,0.0256,0.2566,0.0624,0.1322,0.0409,0.148,0.0326,0.3877,0.0893,0.4993,0.1225,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,339.0
86,30,0.676,0.0263,0.2556,0.0623,0.1337,0.042,0.148,0.0326,0.3945,0.099,0.5013,0.1235,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,340.5
87,30,0.6747,0.0251,0.2521,0.0641,0.1331,0.0411,0.1456,0.0318,0.401,0.0984,0.5088,0.13,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,349.3
88,30,0.6743,0.0253,0.2504,0.0624,0.1317,0.0402,0.1448,0.032,0.3987,0.0986,0.5079,0.1285,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,351.5
89,30,0.6742,0.0253,0.2488,0.0612,0.1309,0.0381,0.1421,0.0313,0.4038,0.0999,0.5138,0.1281,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,356.5
90,30,0.6743,0.0273,0.2422,0.0569,0.1292,0.0407,0.1376,0.0288,0.4087,0.1158,0.5208,0.1431,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,368.6
91,30,0.6749,0.0272,0.2402,0.0579,0.1289,0.0419,0.1376,0.029,0.4125,0.117,0.5242,0.1411,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.0,374.3
92,30,0.6745,0.0268,0.2379,0.0601,0.1271,0.0422,0.1343,0.031,0.4133,0.1128,0.526,0.1243,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.033,381.9
93,30,0.6729,0.0294,0.2344,0.0621,0.1236,0.0464,0.1314,0.034,0.4034,0.1251,0.5161,0.1367,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.067,390.7
94,30,0.6722,0.0295,0.2303,0.0599,0.1199,0.0462,0.1312,0.035,0.3937,0.1251,0.5064,0.1333,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.067,394.7
95,30,0.6725,0.0293,0.2297,0.0605,0.1204,0.0459,0.1308,0.0352,0.3962,0.1251,0.5082,0.1344,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.067,395.7
96,30,0.6718,0.0286,0.2291,0.0611,0.1199,0.046,0.1293,0.0329,0.3989,0.1261,0.5114,0.1352,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.067,399.0
97,30,0.6722,0.0306,0.2254,0.0607,0.1201,0.0436,0.1268,0.0329,0.412,0.1158,0.5252,0.1196,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.067,415.3
98,30,0.6744,0.0267,0.2235,0.0624,0.1214,0.0407,0.1306,0.029,0.4269,0.0916,0.5461,0.1144,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.133,434.6
99,30,0.6741,0.0269,0.2233,0.0626,0.1209,0.0411,0.1307,0.0289,0.4245,0.0924,0.5443,0.1137,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.167,435.1
100,30,0.6741,0.0269,0.2233,0.0626,0.1209,0.0411,0.1307,0.0289,0.4245,0.0924,0.5443,0.1137,0.67,0.2144,0.114,0.1224,0.4076,0.5308,0.167,435.1
